A,B,C,D,E,F,G,H,I,J,K,L,M
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.80E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.40E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.70E+01,0.00E+00,0.00E+00,3.85E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,4.80E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.80E+01,0.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,1.80E+01,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,5.60E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.72E+00,2.00E+00,1.00E+00,3.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,7.50E-01,2.00E+00,1.00E+00,1.93E+01,1.00E+00,2.00E+00,2.00E+00,4.00E+00,0.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.25E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.80E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,3.30E+01,1.00E+00,2.00E+00,2.78E+01,0.00E+00,3.00E+00,3.00E+00,1.00E+01,0.00E+00,4.00E+00,0.00E+00
2.00E+00,1.00E+00,2.30E+01,0.00E+00,0.00E+00,1.38E+01,1.00E+00,3.00E+00,3.00E+00,1.50E+01,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.20E+01,0.00E+00,0.00E+00,9.84E+00,0.00E+00,2.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,5.20E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,3.40E+01,1.00E+00,0.00E+00,2.10E+01,0.00E+00,1.00E+00,3.00E+00,5.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.90E+01,1.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.20E+01,0.00E+00,0.00E+00,7.52E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.00E+00,0.00E+00,1.00E+00,1.23E+01,0.00E+00,2.00E+00,3.00E+00,7.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,9.00E+00,5.00E+00,2.00E+00,4.69E+01,0.00E+00,4.00E+00,3.00E+00,7.00E+00,0.00E+00,8.00E+00,0.00E+00
2.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,5.00E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,6.30E+01,0.00E+00,0.00E+00,9.59E+00,0.00E+00,3.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.50E+01,1.00E+00,0.00E+00,9.11E+01,1.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,2.97E+01,3.00E+00,1.00E+00,2.55E+01,0.00E+00,2.00E+00,0.00E+00,4.00E+00,0.00E+00,5.00E+00,0.00E+00
1.00E+00,1.00E+00,3.50E+01,1.00E+00,0.00E+00,9.00E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,5.80E+01,0.00E+00,0.00E+00,2.97E+01,1.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.00E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,1.00E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,9.00E+00,1.00E+00,1.00E+00,1.59E+01,0.00E+00,4.00E+00,3.00E+00,1.00E+01,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,1.00E+00,0.00E+00,2.00E+01,0.00E+00,1.00E+00,0.00E+00,5.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,7.25E+00,0.00E+00,1.00E+00,3.00E+00,1.60E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,5.50E+01,0.00E+00,0.00E+00,3.05E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,1.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,7.10E+01,0.00E+00,0.00E+00,4.95E+01,1.00E+00,1.00E+00,0.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.10E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,9.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,1.45E+01,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,5.40E+01,1.00E+00,0.00E+00,7.83E+01,1.00E+00,2.00E+00,3.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,1.51E+01,0.00E+00,1.00E+00,3.00E+00,9.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,2.50E+01,1.00E+00,2.00E+00,1.52E+02,0.00E+00,3.00E+00,1.00E+00,6.00E+00,1.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,2.40E+01,0.00E+00,0.00E+00,7.80E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.70E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.10E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,7.63E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.70E+01,0.00E+00,0.00E+00,9.59E+00,0.00E+00,2.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,1.60E+01,0.00E+00,0.00E+00,8.65E+01,0.00E+00,2.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,1.80E+01,1.00E+00,0.00E+00,1.09E+02,1.00E+00,0.00E+00,0.00E+00,8.00E+00,1.00E+00,2.00E+00,0.00E+00
2.00E+00,1.00E+00,3.30E+01,0.00E+00,2.00E+00,2.60E+01,0.00E+00,3.00E+00,2.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.80E+01,0.00E+00,0.00E+00,2.25E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.60E+01,0.00E+00,0.00E+00,5.65E+01,0.00E+00,1.00E+00,1.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.90E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,1.60E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.60E+01,0.00E+00,0.00E+00,2.63E+01,0.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,5.40E+01,1.00E+00,0.00E+00,5.94E+01,1.00E+00,3.00E+00,0.00E+00,8.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.40E+01,0.00E+00,0.00E+00,7.50E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.70E+01,0.00E+00,0.00E+00,3.40E+01,0.00E+00,1.00E+00,3.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,3.40E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,3.00E+00,3.00E+00,1.00E+01,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,2.41E+01,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,3.60E+01,1.00E+00,0.00E+00,2.60E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.00E+01,0.00E+00,0.00E+00,9.35E+01,0.00E+00,2.00E+00,1.00E+00,5.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.20E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,4.40E+01,0.00E+00,1.00E+00,5.80E+01,1.00E+00,3.00E+00,1.00E+00,6.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.05E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,5.00E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,2.00E+00,0.00E+00,1.10E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,2.22E+02,0.00E+00,1.00E+00,0.00E+00,8.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.90E+01,0.00E+00,0.00E+00,7.92E+00,0.00E+00,1.00E+00,3.00E+00,7.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.30E+01,2.00E+00,1.00E+00,1.15E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,4.00E+00,0.00E+00
2.00E+00,1.00E+00,2.00E+00,1.00E+00,1.00E+00,2.60E+01,0.00E+00,2.00E+00,2.00E+00,5.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.70E+01,1.00E+00,1.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,2.00E+00,2.24E+01,1.00E+00,3.00E+00,2.00E+00,4.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,1.00E+00,3.00E+01,0.00E+00,0.00E+00,8.66E+00,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,7.00E+00,0.00E+00,2.00E+00,2.63E+01,0.00E+00,2.00E+00,0.00E+00,1.20E+01,0.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,4.50E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,5.00E+00,1.00E+00,6.00E+00,2.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.00E+01,0.00E+00,0.00E+00,1.06E+02,1.00E+00,2.00E+00,0.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,1.45E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,2.20E+01,0.00E+00,2.00E+00,4.95E+01,1.00E+00,2.00E+00,1.00E+00,5.00E+00,2.00E+00,3.00E+00,0.00E+00
1.00E+00,1.00E+00,3.60E+01,0.00E+00,2.00E+00,7.10E+01,0.00E+00,2.00E+00,0.00E+00,9.00E+00,2.00E+00,3.00E+00,0.00E+00
3.00E+00,1.00E+00,9.00E+00,4.00E+00,2.00E+00,3.13E+01,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,7.00E+00,0.00E+00
3.00E+00,1.00E+00,1.10E+01,4.00E+00,2.00E+00,3.13E+01,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,7.00E+00,0.00E+00
2.00E+00,0.00E+00,3.20E+01,1.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,5.00E+01,1.00E+00,0.00E+00,1.06E+02,1.00E+00,1.00E+00,0.00E+00,8.00E+00,1.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,6.40E+01,0.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,0.00E+00,3.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,1.90E+01,1.00E+00,0.00E+00,2.60E+01,0.00E+00,3.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
2.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,1.39E+01,1.00E+00,0.00E+00,3.00E+00,1.30E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.30E+01,1.00E+00,1.00E+00,2.05E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,8.00E+00,1.00E+00,1.00E+00,3.68E+01,0.00E+00,4.00E+00,3.00E+00,1.00E+01,0.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,1.70E+01,0.00E+00,2.00E+00,1.11E+02,1.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,2.70E+01,0.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.83E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.20E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.20E+01,0.00E+00,0.00E+00,7.78E+00,0.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,6.20E+01,0.00E+00,0.00E+00,2.66E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,4.80E+01,1.00E+00,0.00E+00,3.96E+01,1.00E+00,0.00E+00,1.00E+00,5.00E+00,1.00E+00,2.00E+00,0.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,2.28E+02,1.00E+00,1.00E+00,0.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.90E+01,1.00E+00,1.00E+00,7.97E+01,0.00E+00,3.00E+00,1.00E+00,6.00E+00,2.00E+00,3.00E+00,0.00E+00
3.00E+00,1.00E+00,3.60E+01,1.00E+00,0.00E+00,1.74E+01,0.00E+00,0.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.00E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,2.80E+01,0.00E+00,0.00E+00,1.35E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,1.50E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,2.00E+00,3.00E+00,1.70E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.40E+01,2.00E+00,0.00E+00,2.41E+01,0.00E+00,1.00E+00,3.00E+00,9.00E+00,0.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,1.90E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.90E+01,0.00E+00,4.00E+00,2.11E+01,0.00E+00,3.00E+00,3.00E+00,6.00E+00,0.00E+00,5.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.23E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,7.85E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,0.00E+00,6.20E+01,0.00E+00,0.00E+00,1.05E+01,0.00E+00,1.00E+00,3.00E+00,1.10E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,5.30E+01,2.00E+00,0.00E+00,5.15E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,1.00E+00,3.00E+00,0.00E+00
1.00E+00,0.00E+00,3.60E+01,0.00E+00,0.00E+00,2.64E+01,0.00E+00,1.00E+00,0.00E+00,8.00E+00,2.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,7.75E+00,2.00E+00,2.00E+00,1.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.60E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,1.00E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,1.90E+01,0.00E+00,0.00E+00,1.45E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,3.40E+01,0.00E+00,0.00E+00,1.30E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,3.90E+01,1.00E+00,0.00E+00,5.59E+01,0.00E+00,3.00E+00,1.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,1.00E+00,2.97E+01,1.00E+00,0.00E+00,1.45E+01,1.00E+00,3.00E+00,2.00E+00,4.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.20E+01,0.00E+00,0.00E+00,7.92E+00,0.00E+00,1.00E+00,3.00E+00,1.70E+01,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,2.50E+01,1.00E+00,1.00E+00,3.00E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
1.00E+00,1.00E+00,3.90E+01,1.00E+00,1.00E+00,1.11E+02,1.00E+00,3.00E+00,1.00E+00,5.00E+00,1.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,5.40E+01,0.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,2.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.60E+01,0.00E+00,0.00E+00,4.01E+01,1.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,8.71E+00,1.00E+00,1.00E+00,3.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,1.80E+01,0.00E+00,2.00E+00,7.97E+01,0.00E+00,2.00E+00,1.00E+00,6.00E+00,2.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,4.70E+01,0.00E+00,0.00E+00,1.50E+01,0.00E+00,1.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,6.00E+01,1.00E+00,1.00E+00,7.92E+01,1.00E+00,1.00E+00,1.00E+00,5.00E+00,2.00E+00,3.00E+00,0.00E+00
3.00E+00,0.00E+00,2.20E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,1.00E+00,5.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,1.00E+01,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,7.13E+00,0.00E+00,1.00E+00,3.00E+00,1.70E+01,0.00E+00,1.00E+00,1.00E+00
1.00E+00,1.00E+00,5.20E+01,1.00E+00,0.00E+00,7.83E+01,1.00E+00,3.00E+00,3.00E+00,5.00E+00,2.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,4.70E+01,0.00E+00,0.00E+00,7.25E+00,0.00E+00,1.00E+00,3.00E+00,8.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,2.97E+01,0.00E+00,2.00E+00,7.75E+00,2.00E+00,2.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,0.00E+00,3.70E+01,1.00E+00,0.00E+00,2.60E+01,0.00E+00,1.00E+00,3.00E+00,1.10E+01,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.60E+01,1.00E+00,1.00E+00,2.41E+01,0.00E+00,0.00E+00,3.00E+00,6.00E+00,0.00E+00,3.00E+00,0.00E+00
2.00E+00,1.00E+00,2.97E+01,0.00E+00,0.00E+00,3.30E+01,0.00E+00,2.00E+00,2.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.90E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.22E+00,1.00E+00,1.00E+00,2.00E+00,4.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,4.90E+01,1.00E+00,0.00E+00,5.69E+01,1.00E+00,0.00E+00,0.00E+00,8.00E+00,1.00E+00,2.00E+00,0.00E+00
2.00E+00,1.00E+00,2.40E+01,2.00E+00,1.00E+00,2.70E+01,0.00E+00,3.00E+00,2.00E+00,6.00E+00,0.00E+00,4.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,4.24E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,4.40E+01,0.00E+00,0.00E+00,8.05E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,3.50E+01,0.00E+00,0.00E+00,2.66E+01,1.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
3.00E+00,0.00E+00,3.60E+01,1.00E+00,0.00E+00,1.56E+01,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,2.00E+00,0.00E+00
3.00E+00,0.00E+00,3.00E+01,0.00E+00,0.00E+00,7.90E+00,0.00E+00,1.00E+00,3.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
1.00E+00,0.00E+00,2.70E+01,0.00E+00,0.00E+00,3.05E+01,0.00E+00,1.00E+00,1.00E+00,6.00E+00,0.00E+00,1.00E+00,1.00E+00
2.00E+00,1.00E+00,2.20E+01,1.00E+00,2.00E+00,4.16E+01,1.00E+00,3.00E+00,3.00E+00,1.30E+01,0.00E+00,4.00E+00,0.00E+00
1.00E+00,1.00E+00,4.00E+01,0.00E+00,0.00E+00,1.53E+02,0.00E+00,2.00E+00,0.00E+00,8.00E+00,1.00E+00,1.00E+00,1.00E+00
3.00E+00,1.00E+00,3.90E+01,1.00E+00,5.00E+00,3.13E+01,0.00E+00,3.00E+00,3.00E+00,6.00E+00,0.00E+00,7.00E+00,0.00E+00
3.00E+00,0.00E+00,2.97E+01,0.00E+00,0.00E+00,7.05E+00,0.00E+00,1.00E+00,3.00E+00,1.80E+01,0.00E+00,1.00E+00,1.00E+00
